seed,nodes,topology,loss_rate,flood_repeats,protocol,phy,diameter,edges,proposals,committed,aborted,timed_out,avg_latency,listen,flood,sleep,nacks,piggybacks,ce_timeouts,end_slot
5,6,random,0,0,tom_ce,ce,2,11,100,100,0,0,2.83,1015,683,0,0,0,0,283
5,6,random,0.05,1,paxos_pipeline,ci,2,11,100,100,0,0,8.68,674,618,496,0,0,0,295
5,6,random,0.05,1,2pc_pipeline,ci,2,11,100,100,0,0,17.24,685,636,509,0,0,0,301
5,6,random,0.05,1,tom_pipeline,ci,2,11,100,100,0,0,2.89,653,600,481,0,0,0,289
5,6,random,0.05,0,paxos_ce,ce,2,11,100,100,0,0,6.71,2314,1712,0,0,0,6,671
5,6,random,0.05,0,2pc_ce,ce,2,11,100,100,0,0,12.54,4674,2850,0,0,0,225,1254
5,6,random,0.05,0,tom_ce,ce,2,11,100,100,0,0,2.84,1020,684,0,0,0,0,284
5,6,random,0.1,1,paxos_pipeline,ci,2,11,100,100,0,0,8.81,682,613,511,2,2,0,298
5,6,random,0.1,1,2pc_pipeline,ci,2,11,100,100,0,0,17.64,714,636,522,0,0,0,309
5,6,random,0.1,1,tom_pipeline,ci,2,11,100,100,0,0,3.00,660,595,491,2,2,0,291
5,6,random,0.1,0,paxos_ce,ce,2,11,100,100,0,0,6.93,2448,1710,0,0,0,12,693
5,6,random,0.1,0,2pc_ce,ce,2,11,100,100,0,0,11.82,4365,2727,0,0,0,149,1182
5,6,random,0.1,0,tom_ce,ce,2,11,100,100,0,0,2.90,1047,693,0,0,0,0,290
5,6,random,0.2,1,paxos_pipeline,ci,2,11,100,100,0,0,9.29,818,669,577,1,5,0,314
5,6,random,0.2,1,2pc_pipeline,ci,2,11,100,90,10,0,18.46,814,661,577,17,31,0,322
5,6,random,0.2,1,tom_pipeline,ci,2,11,100,100,0,0,3.08,735,597,516,3,3,0,308
5,6,random,0.2,0,paxos_ce,ce,2,11,100,100,0,0,7.06,2567,1669,0,0,0,31,706
5,6,random,0.2,0,2pc_ce,ce,2,11,100,100,0,0,12.61,4796,2770,0,0,0,191,1261
5,6,random,0.2,0,tom_ce,ce,2,11,100,100,0,0,3.21,1190,736,0,0,0,0,321
5,13,random,0,1,paxos_pipeline,ci,3,26,100,100,0,0,22.19,2277,1378,1415,0,0,0,387
5,13,random,0,1,2pc_pipeline,ci,3,26,100,100,0,0,48.00,2437,1469,1528,0,0,0,414
5,13,random,0,1,tom_pipeline,ci,3,26,100,100,0,0,3.70,2157,1300,1353,0,0,0,370
5,13,random,0,0,paxos_ce,ce,3,26,100,100,0,0,10.17,7908,5313,0,0,0,2,1017
5,13,random,0,0,2pc_ce,ce,3,26,100,100,0,0,18.24,14514,9198,0,0,0,273,1824
5,13,random,0,0,tom_ce,ce,3,26,100,100,0,0,3.70,3178,1632,0,0,0,0,370
5,13,random,0.05,1,paxos_pipeline,ci,3,26,100,100,0,0,22.88,2341,1378,1533,0,0,0,400
5,13,random,0.05,1,2pc_pipeline,ci,3,26,100,99,1,0,50.44,2525,1468,1701,2,12,0,434
5,13,random,0.05,1,tom_pipeline,ci,3,26,100,100,0,0,3.79,2207,1300,1420,0,0,0,379
5,13,random,0.05,0,paxos_ce,ce,3,26,100,100,0,0,10.15,7938,5257,0,0,0,12,1015
5,13,random,0.05,0,2pc_ce,ce,3,26,100,100,0,0,17.26,13719,8719,0,0,0,182,1726
5,13,random,0.05,0,tom_ce,ce,3,26,100,100,0,0,3.84,3308,1684,0,0,0,0,384
5,13,random,0.1,1,paxos_pipeline,ci,3,26,100,100,0,0,24.22,2724,1506,1906,3,14,0,424
5,13,random,0.1,1,2pc_pipeline,ci,3,26,100,97,3,0,51.88,2618,1479,1831,6,36,0,448
5,13,random,0.1,1,tom_pipeline,ci,3,26,100,100,0,0,4.17,2345,1298,1674,4,4,0,405
5,13,random,0.1,0,paxos_ce,ce,3,26,100,100,0,0,10.34,8192,5250,0,0,0,13,1034
5,13,random,0.1,0,2pc_ce,ce,3,26,100,100,0,0,17.66,14143,8815,0,0,0,214,1766
5,13,random,0.1,0,tom_ce,ce,3,26,100,100,0,0,4.18,3604,1830,0,0,0,0,418
5,13,random,0.2,1,paxos_pipeline,ci,3,26,100,100,0,0,26.14,2975,1489,1958,10,116,0,447
5,13,random,0.2,1,2pc_pipeline,ci,3,26,100,71,29,0,56.17,3509,1770,2508,43,194,0,478
5,13,random,0.2,1,tom_pipeline,ci,3,26,100,100,0,0,4.28,2621,1307,1727,14,14,0,428
5,13,random,0.2,0,paxos_ce,ce,3,26,100,100,0,0,10.85,8849,5256,0,0,0,46,1085
5,13,random,0.2,0,2pc_ce,ce,3,26,100,100,0,0,19.35,15992,9163,0,0,0,419,1935
5,13,random,0.2,0,tom_ce,ce,3,26,100,100,0,0,4.87,4351,1980,0,0,0,82,487
5,27,random,0,1,paxos_pipeline,ci,4,65,100,100,0,0,55.94,6330,3051,3687,0,0,0,480
5,27,random,0,1,2pc_pipeline,ci,4,65,100,100,0,0,116.00,7119,3429,4167,0,0,0,541
5,27,random,0,1,tom_pipeline,ci,4,65,100,100,0,0,4.29,5601,2700,3282,0,0,0,429
5,27,random,0,0,paxos_ce,ce,4,65,100,100,0,0,13.86,22045,15377,0,0,0,1,1386
5,27,random,0,0,2pc_ce,ce,4,65,100,100,0,0,24.73,39899,26872,0,0,0,495,2473
5,27,random,0,0,tom_ce,ce,4,65,100,100,0,0,4.29,8041,3542,0,0,0,0,429
5,27,random,0.05,1,paxos_pipeline,ci,4,65,100,100,0,0,58.41,6533,3050,4025,1,26,0,500
5,27,random,0.05,1,2pc_pipeline,ci,4,65,100,100,0,0,121.32,7332,3428,4630,2,26,0,565
5,27,random,0.05,1,tom_pipeline,ci,4,65,100,100,0,0,4.49,5798,2699,3626,1,1,0,449
5,27,random,0.05,0,paxos_ce,ce,4,65,100,100,0,0,13.87,22117,15332,0,0,0,5,1387
5,27,random,0.05,0,2pc_ce,ce,4,65,100,100,0,0,25.08,40633,27083,0,0,0,459,2508
5,27,random,0.05,0,tom_ce,ce,4,65,100,100,0,0,4.45,8306,3709,0,0,0,0,445
5,27,random,0.1,1,paxos_pipeline,ci,4,65,100,100,0,0,60.38,7297,3287,4590,2,52,0,517
5,27,random,0.1,1,2pc_pipeline,ci,4,65,100,98,2,0,126.68,9016,4041,5789,8,104,0,590
5,27,random,0.1,1,tom_pipeline,ci,4,65,100,100,0,0,4.62,6167,2775,3883,3,3,0,462
5,27,random,0.1,0,paxos_ce,ce,4,65,100,100,0,0,14.05,22632,15303,0,0,0,10,1405
5,27,random,0.1,0,2pc_ce,ce,4,65,100,100,0,0,25.29,41451,26832,0,0,0,630,2529
5,27,random,0.1,0,tom_ce,ce,4,65,100,100,0,0,4.65,8678,3877,0,0,0,1,465
5,27,random,0.2,1,paxos_pipeline,ci,4,65,100,100,0,0,64.96,7791,3248,5539,9,156,0,565
5,27,random,0.2,1,2pc_pipeline,ci,4,65,100,66,34,0,137.68,19029,7911,13290,49,493,0,635
5,27,random,0.2,1,tom_pipeline,ci,4,65,100,100,0,0,5.24,6805,2818,4876,16,14,0,506
5,27,random,0.2,0,paxos_ce,ce,4,65,100,100,0,0,14.32,23402,15262,0,0,0,24,1432
5,27,random,0.2,0,2pc_ce,ce,4,65,100,100,0,0,25.89,42861,27042,0,0,0,674,2589
5,27,random,0.2,0,tom_ce,ce,4,65,100,100,0,0,5.08,9532,4184,0,0,0,5,508
5,54,random,0,1,paxos_pipeline,ci,5,121,100,100,0,0,146.09,18775,6858,11357,0,0,0,679
5,54,random,0,1,2pc_pipeline,ci,5,121,100,100,0,0,292.00,22836,8316,13830,0,0,0,827
5,54,random,0,1,tom_pipeline,ci,5,121,100,100,0,0,5.41,14828,5400,8986,0,0,0,541
5,54,random,0,0,paxos_ce,ce,5,121,100,100,0,0,18.36,59232,39912,0,0,0,7,1836
5,54,random,0,0,2pc_ce,ce,5,121,100,100,0,0,31.55,101510,68860,0,0,0,591,3155
5,54,random,0,0,tom_ce,ce,5,121,100,100,0,0,5.41,20929,8285,0,0,0,0,541
5,54,random,0.05,1,paxos_pipeline,ci,5,121,100,100,0,0,152.60,19439,6852,12373,2,105,0,710
5,54,random,0.05,1,2pc_pipeline,ci,5,121,100,98,2,0,303.80,24123,8472,15519,6,104,0,866
5,54,random,0.05,1,tom_pipeline,ci,5,121,100,100,0,0,5.64,15449,5449,9882,3,3,0,564
5,54,random,0.05,0,paxos_ce,ce,5,121,100,100,0,0,18.48,59936,39856,0,0,0,28,1848
5,54,random,0.05,0,2pc_ce,ce,5,121,100,100,0,0,31.81,102879,68895,0,0,0,610,3181
5,54,random,0.05,0,tom_ce,ce,5,121,100,100,0,0,5.95,22718,9412,0,0,0,12,595
5,54,random,0.1,1,paxos_pipeline,ci,5,121,100,100,0,0,163.07,20255,6846,13939,3,159,0,754
5,54,random,0.1,1,2pc_pipeline,ci,5,121,100,96,4,0,319.10,174859,59334,118697,12,263,0,908
5,54,random,0.1,1,tom_pipeline,ci,5,121,100,100,0,0,6.01,16532,5552,11342,5,5,0,601
5,54,random,0.1,0,paxos_ce,ce,5,121,100,100,0,0,18.75,61198,40052,0,0,0,63,1875
5,54,random,0.1,0,2pc_ce,ce,5,121,100,100,0,0,32.70,107008,69572,0,0,0,1008,3270
5,54,random,0.1,0,tom_ce,ce,5,121,100,100,0,0,6.26,23893,9911,0,0,0,22,626
5,54,random,0.2,1,paxos_pipeline,ci,5,121,100,100,0,0,99.73,21352,6671,15069,20,771,0,792
5,54,random,0.2,1,2pc_pipeline,ci,5,121,100,62,38,0,340.39,77219,23845,52458,100,2068,0,961
5,54,random,0.2,1,tom_pipeline,ci,5,121,100,100,0,0,7.46,21352,6671,15069,31,29,0,628
5,54,random,0.2,0,paxos_ce,ce,5,121,100,100,0,0,19.70,65663,40717,0,0,0,328,1970
5,54,random,0.2,0,2pc_ce,ce,5,121,100,100,0,0,34.28,113918,71194,0,0,0,1433,3428
5,54,random,0.2,0,tom_ce,ce,5,121,100,100,0,0,7.57,28368,12510,0,0,0,77,757
5,188,random,0,1,paxos_pipeline,ci,6,434,100,100,0,0,607.35,130876,36472,67652,0,0,0,1244
5,188,random,0,1,2pc_pipeline,ci,6,434,100,100,0,0,1214.00,193553,54144,100291,0,0,0,1845
5,188,random,0,1,tom_pipeline,ci,6,434,100,100,0,0,6.37,66375,18800,34581,0,0,0,637
5,188,random,0,0,paxos_ce,ce,6,434,100,100,0,0,24.32,270484,186732,0,0,0,61,2432
5,188,random,0,0,2pc_ce,ce,6,434,100,100,0,0,42.01,462014,327774,0,0,0,1680,4201
5,188,random,0,0,tom_ce,ce,6,434,100,100,0,0,7.13,96952,37092,0,0,0,54,713
5,188,random,0.05,1,paxos_pipeline,ci,6,434,100,100,0,0,639.81,135548,36467,75957,2,374,0,1313
5,188,random,0.05,1,2pc_pipeline,ci,6,434,100,100,0,0,1285.29,384238,103187,216823,9,935,0,1954
5,188,random,0.05,1,tom_pipeline,ci,6,434,100,100,0,0,6.76,71142,19361,40345,0,0,0,676
5,188,random,0.05,0,paxos_ce,ce,6,434,100,100,0,0,24.34,272095,185497,0,0,0,138,2434
5,188,random,0.05,0,2pc_ce,ce,6,434,100,100,0,0,42.15,465181,327239,0,0,0,1571,4215
5,188,random,0.05,0,tom_ce,ce,6,434,100,100,0,0,8.01,106648,43940,0,0,0,123,801
5,188,random,0.1,1,paxos_pipeline,ci,6,434,100,100,0,0,636.35,140469,36433,82726,7,1304,0,1374
5,188,random,0.1,1,2pc_pipeline,ci,6,434,100,100,0,0,1320.51,401004,103852,232480,21,2243,0,2018
5,188,random,0.1,1,tom_pipeline,ci,6,434,100,100,0,0,7.11,79281,20851,48388,5,5,0,711
5,188,random,0.1,0,paxos_ce,ce,6,434,100,100,0,0,24.80,279003,187237,0,0,0,391,2480
5,188,random,0.1,0,2pc_ce,ce,6,434,100,100,0,0,43.09,479418,330674,0,0,0,2794,4309
5,188,random,0.1,0,tom_ce,ce,6,434,100,100,0,0,8.92,117129,50567,0,0,0,314,892
5,188,random,0.2,1,paxos_pipeline,ci,6,434,100,100,0,0,531.39,153162,36208,90374,22,4039,0,1481
5,188,random,0.2,1,2pc_pipeline,ci,6,434,100,0,100,0,0.00,866610,203658,508368,119,11749,0,2169
5,188,random,0.2,1,tom_pipeline,ci,6,434,100,100,0,0,7.65,115668,27641,70071,20,20,0,765
5,188,random,0.2,0,paxos_ce,ce,6,434,100,100,0,0,25.54,292018,188134,0,0,0,1225,2554
5,188,random,0.2,0,2pc_ce,ce,6,434,100,100,0,0,45.18,510318,339066,0,0,0,4609,4518
5,188,random,0.2,0,tom_ce,ce,6,434,100,100,0,0,10.71,139440,61908,0,0,0,1220,1071
7,6,random,0,1,paxos_pipeline,ci,2,13,100,100,0,0,7.50,583,618,341,0,0,0,255
7,6,random,0,1,2pc_pipeline,ci,2,13,100,100,0,0,15.00,600,636,348,0,0,0,261
7,6,random,0,1,tom_pipeline,ci,2,13,100,100,0,0,2.49,566,600,328,0,0,0,249
7,6,random,0,0,paxos_ce,ce,2,13,100,100,0,0,6.81,2276,1810,0,0,0,0,681
7,6,random,0,0,2pc_ce,ce,2,13,100,100,0,0,11.84,4182,2922,0,0,0,123,1184
7,6,random,0,0,tom_ce,ce,2,13,100,100,0,0,2.49,845,649,0,0,0,0,249
7,6,random,0.05,1,paxos_pipeline,ci,2,13,100,100,0,0,7.68,601,618,359,0,0,0,261
7,6,random,0.05,1,2pc_pipeline,ci,2,13,100,100,0,0,15.55,623,636,385,0,0,0,271
7,6,random,0.05,1,tom_pipeline,ci,2,13,100,100,0,0,2.55,584,600,346,0,0,0,255
7,6,random,0.05,0,paxos_ce,ce,2,13,100,100,0,0,6.75,2265,1785,0,0,0,0,675
7,6,random,0.05,0,2pc_ce,ce,2,13,100,100,0,0,11.85,4257,2853,0,0,0,150,1185
7,6,random,0.05,0,tom_ce,ce,2,13,100,100,0,0,2.56,880,656,0,0,0,0,256
7,6,random,0.1,1,paxos_pipeline,ci,2,13,100,100,0,0,8.36,637,618,461,0,0,0,284
7,6,random,0.1,1,2pc_pipeline,ci,2,13,100,100,0,0,16.36,644,636,448,0,0,0,285
7,6,random,0.1,1,tom_pipeline,ci,2,13,100,100,0,0,2.78,619,600,449,0,0,0,278
7,6,random,0.1,0,paxos_ce,ce,2,13,100,100,0,0,6.75,2299,1751,0,0,0,5,675
7,6,random,0.1,0,2pc_ce,ce,2,13,100,100,0,0,12.20,4478,2842,0,0,0,204,1220
7,6,random,0.1,0,tom_ce,ce,2,13,100,100,0,0,2.74,970,674,0,0,0,0,274
7,6,random,0.2,1,paxos_pipeline,ci,2,13,100,100,0,0,8.36,666,613,437,2,2,0,283
7,6,random,0.2,1,2pc_pipeline,ci,2,13,100,95,5,0,17.02,677,631,480,7,7,0,295
7,6,random,0.2,1,tom_pipeline,ci,2,13,100,100,0,0,2.84,647,595,420,2,2,0,277
7,6,random,0.2,0,paxos_ce,ce,2,13,100,100,0,0,7.27,2611,1751,0,0,0,53,727
7,6,random,0.2,0,2pc_ce,ce,2,13,100,100,0,0,10.96,3965,2611,0,0,0,112,1096
7,6,random,0.2,0,tom_ce,ce,2,13,100,100,0,0,2.97,1083,699,0,0,0,0,297
7,13,random,0,1,paxos_pipeline,ci,3,29,100,100,0,0,21.70,2184,1378,1417,0,0,0,379
7,13,random,0,1,2pc_pipeline,ci,3,29,100,100,0,0,47.00,2326,1469,1496,0,0,0,403
7,13,random,0,1,tom_pipeline,ci,3,29,100,100,0,0,3.60,2058,1300,1322,0,0,0,360
7,13,random,0,0,paxos_ce,ce,3,29,100,100,0,0,10.04,7662,5390,0,0,0,1,1004
7,13,random,0,0,2pc_ce,ce,3,29,100,100,0,0,17.28,13394,9070,0,0,0,150,1728
7,13,random,0,0,tom_ce,ce,3,29,100,100,0,0,3.60,3076,1604,0,0,0,0,360
7,13,random,0.05,1,paxos_pipeline,ci,3,29,100,100,0,0,22.05,2233,1378,1446,0,0,0,385
7,13,random,0.05,1,2pc_pipeline,ci,3,29,100,100,0,0,47.56,2378,1469,1509,0,0,0,408
7,13,random,0.05,1,tom_pipeline,ci,3,29,100,100,0,0,3.66,2105,1300,1353,0,0,0,366
7,13,random,0.05,0,paxos_ce,ce,3,29,100,100,0,0,9.94,7676,5246,0,0,0,1,994
7,13,random,0.05,0,2pc_ce,ce,3,29,100,100,0,0,17.94,14080,9242,0,0,0,232,1794
7,13,random,0.05,0,tom_ce,ce,3,29,100,100,0,0,3.68,3155,1629,0,0,0,0,368
7,13,random,0.1,1,paxos_pipeline,ci,3,29,100,100,0,0,22.59,2536,1519,1665,1,12,0,394
7,13,random,0.1,1,2pc_pipeline,ci,3,29,100,100,0,0,49.73,2450,1468,1646,0,0,0,424
7,13,random,0.1,1,tom_pipeline,ci,3,29,100,100,0,0,3.74,2155,1298,1409,2,2,0,374
7,13,random,0.1,0,paxos_ce,ce,3,29,100,100,0,0,9.99,7759,5228,0,0,0,16,999
7,13,random,0.1,0,2pc_ce,ce,3,29,100,100,0,0,17.56,13821,9007,0,0,0,181,1756
7,13,random,0.1,0,tom_ce,ce,3,29,100,100,0,0,3.80,3264,1676,0,0,0,0,380
7,13,random,0.2,1,paxos_pipeline,ci,3,29,100,100,0,0,23.18,2666,1490,1798,6,28,0,410
7,13,random,0.2,1,2pc_pipeline,ci,3,29,100,83,17,0,52.64,2912,1606,1943,23,86,0,445
7,13,random,0.2,1,tom_pipeline,ci,3,29,100,100,0,0,4.16,2276,1269,1512,10,10,0,389
7,13,random,0.2,0,paxos_ce,ce,3,29,100,100,0,0,10.63,8469,5350,0,0,0,63,1063
7,13,random,0.2,0,2pc_ce,ce,3,29,100,100,0,0,19.26,15675,9363,0,0,0,490,1926
7,13,random,0.2,0,tom_ce,ce,3,29,100,100,0,0,4.41,3842,1891,0,0,0,25,441
7,27,random,0,1,paxos_pipeline,ci,4,62,100,100,0,0,58.19,6458,3051,4153,0,0,0,502
7,27,random,0,1,2pc_pipeline,ci,4,62,100,100,0,0,121.00,7241,3429,4639,0,0,0,562
7,27,random,0,1,tom_pipeline,ci,4,62,100,100,0,0,4.46,5693,2700,3649,0,0,0,446
7,27,random,0,0,paxos_ce,ce,4,62,100,100,0,0,13.93,22271,15340,0,0,0,2,1393
7,27,random,0,0,2pc_ce,ce,4,62,100,100,0,0,23.04,36843,25365,0,0,0,207,2304
7,27,random,0,0,tom_ce,ce,4,62,100,100,0,0,4.46,8282,3760,0,0,0,0,446
7,27,random,0.05,1,paxos_pipeline,ci,4,62,100,100,0,0,59.73,6634,3051,4301,0,0,0,514
7,27,random,0.05,1,2pc_pipeline,ci,4,62,100,98,2,0,123.31,9152,4183,5862,7,78,0,576
7,27,random,0.05,1,tom_pipeline,ci,4,62,100,100,0,0,4.58,5856,2700,3810,0,0,0,458
7,27,random,0.05,0,paxos_ce,ce,4,62,100,100,0,0,14.02,22514,15340,0,0,0,2,1402
7,27,random,0.05,0,2pc_ce,ce,4,62,100,100,0,0,22.73,36406,24965,0,0,0,165,2273
7,27,random,0.05,0,tom_ce,ce,4,62,100,100,0,0,4.58,8544,3822,0,0,0,0,458
7,27,random,0.1,1,paxos_pipeline,ci,4,62,100,100,0,0,62.72,7435,3293,5094,0,0,0,539
7,27,random,0.1,1,2pc_pipeline,ci,4,62,100,98,2,0,129.47,7737,3426,5253,4,24,0,603
7,27,random,0.1,1,tom_pipeline,ci,4,62,100,100,0,0,4.79,6104,2699,4130,1,1,0,479
7,27,random,0.1,0,paxos_ce,ce,4,62,100,100,0,0,13.82,22388,14926,0,0,0,1,1382
7,27,random,0.1,0,2pc_ce,ce,4,62,100,100,0,0,23.78,38584,25622,0,0,0,362,2378
7,27,random,0.1,0,tom_ce,ce,4,62,100,100,0,0,4.81,8992,3995,0,0,0,0,481
7,27,random,0.2,1,paxos_pipeline,ci,4,62,100,100,0,0,67.69,8059,3277,5701,5,128,0,578
7,27,random,0.2,1,2pc_pipeline,ci,4,62,100,67,33,0,138.66,19122,7772,13363,17,285,0,637
7,27,random,0.2,1,tom_pipeline,ci,4,62,100,100,0,0,5.16,7008,2848,4967,8,8,0,516
7,27,random,0.2,0,paxos_ce,ce,4,62,100,100,0,0,14.18,23292,14994,0,0,0,20,1418
7,27,random,0.2,0,2pc_ce,ce,4,62,100,100,0,0,24.45,40304,25711,0,0,0,370,2445
7,27,random,0.2,0,tom_ce,ce,4,62,100,100,0,0,5.40,10119,4461,0,0,0,8,540
7,54,random,0,1,paxos_pipeline,ci,5,124,100,100,0,0,139.53,18133,6858,10379,0,0,0,650
7,54,random,0,1,2pc_pipeline,ci,5,124,100,100,0,0,279.00,22051,8316,12563,0,0,0,790
7,54,random,0,1,tom_pipeline,ci,5,124,100,100,0,0,5.16,14311,5400,8153,0,0,0,516
7,54,random,0,0,paxos_ce,ce,5,124,100,100,0,0,17.80,56877,39243,0,0,0,3,1780
7,54,random,0,0,2pc_ce,ce,5,124,100,100,0,0,29.72,94642,65846,0,0,0,378,2972
7,54,random,0,0,tom_ce,ce,5,124,100,100,0,0,5.16,20016,7848,0,0,0,0,516
7,54,random,0.05,1,paxos_pipeline,ci,5,124,100,100,0,0,145.54,18905,6858,11173,0,0,0,678
7,54,random,0.05,1,2pc_pipeline,ci,5,124,100,100,0,0,288.94,22887,8316,13347,0,0,0,819
7,54,random,0.05,1,tom_pipeline,ci,5,124,100,100,0,0,5.40,14981,5400,8779,0,0,0,540
7,54,random,0.05,0,paxos_ce,ce,5,124,100,100,0,0,17.85,57417,38973,0,0,0,5,1785
7,54,random,0.05,0,2pc_ce,ce,5,124,100,100,0,0,30.27,96889,66569,0,0,0,438,3027
7,54,random,0.05,0,tom_ce,ce,5,124,100,100,0,0,5.41,20920,8294,0,0,0,2,541
7,54,random,0.1,1,paxos_pipeline,ci,5,124,100,100,0,0,150.84,19436,6856,11886,1,53,0,701
7,54,random,0.1,1,2pc_pipeline,ci,5,124,100,94,6,0,304.03,24799,8520,14849,14,369,0,861
7,54,random,0.1,1,tom_pipeline,ci,5,124,100,100,0,0,5.59,15678,5506,9650,0,0,0,559
7,54,random,0.1,0,paxos_ce,ce,5,124,100,100,0,0,17.90,57971,38689,0,0,0,17,1790
7,54,random,0.1,0,2pc_ce,ce,5,124,100,100,0,0,30.18,97085,65887,0,0,0,481,3018
7,54,random,0.1,0,tom_ce,ce,5,124,100,100,0,0,5.70,21963,8817,0,0,0,4,570
7,54,random,0.2,1,paxos_pipeline,ci,5,124,100,100,0,0,168.34,21546,6806,14146,21,1098,0,781
7,54,random,0.2,1,2pc_pipeline,ci,5,124,100,6,94,0,334.00,71545,22786,45745,125,1230,0,921
7,54,random,0.2,1,tom_pipeline,ci,5,124,100,100,0,0,6.21,18943,6004,12367,23,23,0,621
7,54,random,0.2,0,paxos_ce,ce,5,124,100,100,0,0,18.25,60150,38400,0,0,0,62,1825
7,54,random,0.2,0,2pc_ce,ce,5,124,100,100,0,0,30.58,99775,65357,0,0,0,593,3058
7,54,random,0.2,0,tom_ce,ce,5,124,100,100,0,0,6.65,25641,10269,0,0,0,168,665
7,188,random,0,1,paxos_pipeline,ci,7,411,100,100,0,0,643.23,135769,36472,75167,0,0,0,1310
7,188,random,0,1,2pc_pipeline,ci,7,411,100,100,0,0,1280.00,201125,54144,111519,0,0,0,1944
7,188,random,0,1,tom_pipeline,ci,7,411,100,100,0,0,6.71,69111,18800,38237,0,0,0,671
7,188,random,0,0,paxos_ce,ce,7,411,100,100,0,0,24.83,278411,188393,0,0,0,181,2483
7,188,random,0,0,2pc_ce,ce,7,411,100,100,0,0,42.52,469871,329505,0,0,0,1476,4252
7,188,random,0,0,tom_ce,ce,7,411,100,100,0,0,8.03,107385,43579,0,0,0,158,803
7,188,random,0.05,1,paxos_pipeline,ci,7,411,100,100,0,0,622.56,140746,36455,82615,4,745,0,1375
7,188,random,0.05,1,2pc_pipeline,ci,7,411,100,98,2,0,1340.31,339609,87965,198278,9,934,0,2039
7,188,random,0.05,1,tom_pipeline,ci,7,411,100,100,0,0,7.06,75857,19917,45414,2,2,0,706
7,188,random,0.05,0,paxos_ce,ce,7,411,100,100,0,0,24.97,281785,187651,0,0,0,389,2497
7,188,random,0.05,0,2pc_ce,ce,7,411,100,100,0,0,44.26,495142,336946,0,0,0,3528,4426
7,188,random,0.05,0,tom_ce,ce,7,411,100,100,0,0,9.09,119155,51737,0,0,0,322,909
7,188,random,0.1,1,paxos_pipeline,ci,7,411,100,100,0,0,641.00,146743,36419,89250,10,1864,0,1442
7,188,random,0.1,1,2pc_pipeline,ci,7,411,100,10,90,0,1416.00,829944,206162,509442,210,4106,0,2137
7,188,random,0.1,1,tom_pipeline,ci,7,411,100,100,0,0,7.41,91768,22894,55666,5,5,0,741
7,188,random,0.1,0,paxos_ce,ce,7,411,100,100,0,0,25.36,288132,188636,0,0,0,765,2536
7,188,random,0.1,0,2pc_ce,ce,7,411,100,100,0,0,44.24,496653,335059,0,0,0,3458,4424
7,188,random,0.1,0,tom_ce,ce,7,411,100,100,0,0,10.07,131200,58116,0,0,0,911,1007
7,188,random,0.2,1,paxos_pipeline,ci,7,411,100,100,0,0,454.15,134682,30414,84944,24,4406,0,1321
7,188,random,0.2,1,2pc_pipeline,ci,7,411,100,91,9,0,1542.29,910687,204377,580884,120,13092,0,2347
7,188,random,0.2,1,tom_pipeline,ci,7,411,100,100,0,0,8.12,126290,28546,79600,21,21,0,812
7,188,random,0.2,0,paxos_ce,ce,7,411,100,100,0,0,26.80,310924,192916,0,0,0,3048,2680
7,188,random,0.2,0,2pc_ce,ce,7,411,100,100,0,0,47.06,539331,345397,0,0,0,7323,4706
7,188,random,0.2,0,tom_ce,ce,7,411,100,100,0,0,11.63,151227,67417,0,0,0,1846,1163
11,6,random,0,1,paxos_pipeline,ci,2,11,100,100,0,0,8.01,651,618,375,0,0,0,272
11,6,random,0,1,2pc_pipeline,ci,2,11,100,100,0,0,16.00,672,636,390,0,0,0,280
11,6,random,0,1,tom_pipeline,ci,2,11,100,100,0,0,2.67,634,600,368,0,0,0,267
11,6,random,0,0,paxos_ce,ce,2,11,100,100,0,0,6.90,2377,1763,0,0,0,9,690
11,6,random,0,0,2pc_ce,ce,2,11,100,100,0,0,12.41,4540,2906,0,0,0,190,1241
11,6,random,0,0,tom_ce,ce,2,11,100,100,0,0,2.67,935,667,0,0,0,0,267
11,6,random,0.05,1,paxos_pipeline,ci,2,11,100,100,0,0,8.24,671,618,403,0,0,0,280
11,6,random,0.05,1,2pc_pipeline,ci,2,11,100,99,1,0,16.46,690,635,421,2,5,0,288
11,6,random,0.05,1,tom_pipeline,ci,2,11,100,100,0,0,2.74,652,600,392,0,0,0,274
11,6,random,0.05,0,paxos_ce,ce,2,11,100,100,0,0,6.82,2357,1735,0,0,0,6,682
11,6,random,0.05,0,2pc_ce,ce,2,11,100,100,0,0,13.01,4849,2957,0,0,0,222,1301
11,6,random,0.05,0,tom_ce,ce,2,11,100,100,0,0,2.74,970,674,0,0,0,0,274
11,6,random,0.1,1,paxos_pipeline,ci,2,11,100,100,0,0,8.47,699,617,418,1,5,0,287
11,6,random,0.1,1,2pc_pipeline,ci,2,11,100,99,1,0,17.02,714,634,464,2,5,0,299
11,6,random,0.1,1,tom_pipeline,ci,2,11,100,100,0,0,2.82,682,599,411,1,1,0,282
11,6,random,0.1,0,paxos_ce,ce,2,11,100,100,0,0,7.75,2852,1798,0,0,0,75,775
11,6,random,0.1,0,2pc_ce,ce,2,11,100,100,0,0,12.45,4638,2832,0,0,0,201,1245
11,6,random,0.1,0,tom_ce,ce,2,11,100,100,0,0,2.81,1003,683,0,0,0,0,281
11,6,random,0.2,1,paxos_pipeline,ci,2,11,100,100,0,0,9.27,825,655,554,2,2,0,313
